mint,exit_time_utc,exit_ts,exit_slot,exit_signature,exit_sol,exit_token,first_entry_time_utc,first_entry_ts,hold_s,age_s,pre_trade_count,pre_buy_count,pre_sell_count,pre_sell_ratio,pre_buy_sol,pre_sell_sol,pre_net_flow_sol,position_trade_count,position_buy_sol,position_sell_sol,position_net_flow_sol,last_trade_gap_s,price_return_since_entry,drawdown_from_high,near_high,seconds_from_high,wallet_buy_sol_until_exit,wallet_sell_sol_until_exit,wallet_realized_pnl_until_exit,wallet_realized_roi_until_exit,wallet_tokens_before_exit,wallet_tokens_after_exit,exit_sold_token_ratio,is_full_exit,wallet_position_buy_sol,wallet_position_sell_sol,wallet_position_net_sol,last30_trade_count,last30_buy_count,last30_sell_count,last30_sell_ratio,last30_sol,last30_buy_sol,last30_sell_sol,last30_net_flow_sol,last60_trade_count,last60_buy_count,last60_sell_count,last60_sell_ratio,last60_sol,last60_buy_sol,last60_sell_sol,last60_net_flow_sol
CQYTnKGEGNu8Y29qHVRp3HHLW9vUycxEF5UD8FeKpump,2026-05-01 03:38:54 UTC,1777606734,416795356,66XdsnzKkMC35ssTqtYkXPUHvH6ovUEcQ43qXEPsnnfyH8tXvug4eYSvBpdy2oj1qEi5Kqxc3NE1LmYwAoUTdAWM,0.611005931,5998185.561385,2026-05-01 03:36:16 UTC,1777606576,158,254,299,180,119,0.3979933110367893,88.55430374700008,56.90391947000002,31.650384277000057,116,29.845635879,15.932776168999998,13.912859710000001,0,0.5205504090334285,-0.9999999999753457,2.4654229577486065e-11,115,1.0828919369999999,1.121077533,0.038185596000000155,0.035262609956989786,5998185.561385,0.0,1.0,True,1.0828919369999999,1.121077533,0.038185596000000155,18,10,8,0.4444444444444444,5.547790999999999,1.597270061,3.9505209389999996,-2.353250878,47,22,25,0.5319148936170213,18.327593767000003,7.712771369,10.614822398000001,-2.902051029000001
9T3zykmK1R9FT9HaV57PXcHauj7dSZ6TELZR4Kjmpump,2026-05-01 03:53:48 UTC,1777607628,416797624,5BrfTVsngxtDmbNJjsNDHXyw2AdCZpKHUAxTBTzP6UPjKDhFhruXpRJzmqZdX1zNTJ9xY4828oZbVnw4XvvN6fmy,0.468122552,3773904.960974,2026-05-01 03:51:41 UTC,1777607501,127,424,197,122,75,0.38071065989847713,70.72521920499999,46.52849767499999,24.196721529999998,81,28.410037212000002,31.683924534,-3.2738873219999967,0,-0.10295291012589591,-0.4206836802509606,0.5793163197490394,56,1.016068809,0.880541988,-0.13552682100000002,-0.13338350690381245,3773904.960974,0.0,1.0,True,1.016068809,0.880541988,-0.13552682100000002,14,10,4,0.2857142857142857,7.2084008289999995,4.801320765,2.4070800639999996,2.394240701,32,19,13,0.40625,21.191918306,8.859011239,12.332907067,-3.473895828
QkZ8azx2moWutaCUhrYkh6oQKB3hTFUSG5Uvffspump,2026-05-01 03:52:41 UTC,1777607561,416797458,564tdH9VNBFckD6cVzpeAqSzeTRtomB1drUtCJdrX4Ca5myDAudkbfi2qGBZQaSf3nWG4gYkuvKgpEiEDDckS7Mo,0.663996646,13242080.063509,2026-05-01 03:51:57 UTC,1777607517,44,103,179,114,65,0.36312849162011174,67.66893688499997,54.21264488200002,13.456292002999945,39,11.063752031,4.351356461,6.71239557,1,0.34833400348820454,-0.22345730803867525,0.7765426919613247,7,0.509594308,0.663996646,0.15440233799999992,0.3029907037344693,13242080.063509,0.0,1.0,True,0.509594308,0.663996646,0.15440233799999992,17,15,2,0.11764705882352941,7.098272710000002,6.386229653000002,0.712043057,5.674186596000002,74,48,26,0.35135135135135137,42.436562257,19.12687589,23.309686366999998,-4.182810476999997
J9g3uo3KHKwLVyzjxiTAeNffWmt7JoybyoF1q2Hhpump,2026-05-01 03:57:59 UTC,1777607879,416798266,3DKAhV3L81Q1bWMyXEaUJPXEgkeAK4Yr9pwWb78jb1pFQBk31o1dsBj2isSNgCf1SeU5tk3waxUCop6rX4aisWKW,0.55221225,6689805.086716,2026-05-01 03:57:36 UTC,1777607856,23,128,291,193,98,0.33676975945017185,87.0904670249999,61.82445599400001,25.266011030999884,36,9.592592964000001,6.732121608,2.8604713560000015,1,0.06282206579900596,-0.4310918877558113,0.5689081122441887,20,0.509542816,0.55221225,0.042669434000000006,0.08374062524315917,6689805.086716,0.0,1.0,True,0.509542816,0.55221225,0.042669434000000006,51,26,25,0.49019607843137253,26.527699876,10.586362452000001,15.941337424,-5.354974971999999,102,65,37,0.3627450980392157,41.53313307999999,19.655122333999994,21.878010745999998,-2.222888412000003
24LC1Kv92pD1x3CHMDjQwLkuVTZ156uH6zresjFFpump,2026-05-01 04:03:13 UTC,1777608193,416799061,sNcGEPgUsdLhK6LRBrxj2RRT6A91g2eeCTv6fsn8Q8EDGXXXPNuPriC8T2C6RfdV4zqzGsL2D9Zi7Txq9FAYQf8,0.312056633,5408321.985624,2026-05-01 04:03:01 UTC,1777608181,12,35,156,94,62,0.3974358974358974,59.34325713400002,43.90597759499999,15.43727953900003,62,11.786020954999998,21.448868316000002,-9.662847361000004,0,-0.36003144372307516,-0.49751353059429426,0.5024864694057057,8,0.509363083,0.312056633,-0.19730644999999997,-0.3873591482875487,5408321.985624,0.0,1.0,True,0.509363083,0.312056633,-0.19730644999999997,140,81,59,0.42142857142857143,84.86109078800001,43.82577168400002,41.035319104,2.7904525800000144,156,94,62,0.3974358974358974,103.24923472900001,59.34325713400002,43.90597759499999,15.43727953900003
H7o7PT7SzAFYn9FhmSo4N31zMHKPwbUFjK3B6nPxpump,2026-05-01 04:05:16 UTC,1777608316,416799367,JBEQsznxG2L44mqnqWi3SKAznqYvLvJu1GeQ6qyKtrYGqyag6chji8g2WwBPi8J11nmPkvp3sEyxpUP6vqH7rVN,0.722837427,6208789.70639,2026-05-01 04:03:42 UTC,1777608222,94,144,281,174,107,0.3807829181494662,96.56286384299999,62.057674594999995,34.50518924799999,96,27.427508464999992,15.797528961000001,11.62997950399999,1,0.3294158711965858,-0.4139498030967347,0.5860501969032653,54,0.509471586,0.722837427,0.213365841,0.4187983135137982,6208789.70639,0.0,1.0,True,0.509471586,0.722837427,0.213365841,25,15,10,0.4,13.117964601,9.321737291000002,3.79622731,5.525509981000002,54,34,20,0.37037037037037035,23.525724380000007,15.408149217000005,8.117575163,7.290574054000006
BFYkwYiK8b2a6gzspnfmKAUWwU9B4Y4MDsrQMnZapump,2026-05-01 04:17:41 UTC,1777609061,416801256,5MB3BmexGYwTFfJAaWdXSFMuk1ZSbF1FKSshtRcnBDchwwCBnzdmg534MetuFFUBaC2JpELZGAsBTw9PWiE5fS2w,0.481184625,17089357.85293,2026-05-01 04:17:11 UTC,1777609031,30,53,7,5,2,0.2857142857142857,0.84338656,0.297588354,0.545798206,6,0.81913312,0.297588354,0.5215447660000001,13,0.00955376843757616,-0.06531740770355832,0.9346825922964417,15,0.514574892,0.481184625,-0.033390266999999973,-0.06488903271246273,17089357.85293,0.0,1.0,True,0.514574892,0.481184625,-0.033390266999999973,6,4,2,0.3333333333333333,1.116721474,0.81913312,0.297588354,0.5215447660000001,7,5,2,0.2857142857142857,1.140974914,0.84338656,0.297588354,0.545798206
9fisMRbPhfzJQqUVWM1AStfRmktNxQMEa62hxDo5pump,2026-05-01 04:23:57 UTC,1777609437,416802219,58ZbABQQPjJM14z18DEXBAcPk9nuKzc871TYMPLq77cMj6uxqt5nUYjUaAfLqnFgsgfvVmP9MbN5dGzEHafVYayZ,0.49546928,16886775.053258,2026-05-01 04:23:17 UTC,1777609397,40,40,1,1,0,0.0,0.642134303,0,0.642134303,1,0.642134303,0,0.642134303,40,,0.0,1.0,40,0.509594308,0.49546928,-0.01412502800000004,-0.027718182440923257,16886775.053258,0.0,1.0,True,0.509594308,0.49546928,-0.01412502800000004,0,0,0,,0,0,0,0,1,1,0,0.0,0.642134303,0.642134303,0,0.642134303
7LEQAhP247qAn4RQ2gQz7f2Vy9h1RTBrYpZR53Xypump,2026-05-01 04:27:47 UTC,1777609667,416802809,5Ep1vxFn9XFHCZhzmH6y2bDFGAtgnG6GUjxjUoFv5WKhYVjpHfBVsrUsow91jdG2p67YYkd3hEJpPLJxjYNTGX9i,0.509901185,9709525.78219,2026-05-01 04:27:12 UTC,1777609632,35,152,74,47,27,0.36486486486486486,29.374778106999997,16.894412385000003,12.480365721999995,6,2.419932377,1.472126495,0.9478058819999999,1,0.013670943439400673,-0.06257851489810928,0.9374214851018907,20,0.509516604,0.509901185,0.00038458100000005047,0.0007547958142695787,9709525.78219,0.0,1.0,True,0.509516604,0.509901185,0.00038458100000005047,4,2,2,0.5,3.4783987119999997,2.006272217,1.472126495,0.5341457219999999,14,11,3,0.21428571428571427,6.887382556,5.407103941,1.480278615,3.926825326
A5rP14CTa1YZ2RFz3PuLisDt5Amtb99JWXCXJPphpump,2026-05-01 04:31:03 UTC,1777609863,416803302,4SqrP2BS6d19hNi6E6PhQ8HuqnTo4okHi9o7bB9632X9YoRFftAjVBrBWHqKx5992fUnxwoCViCzn52n3MVWfJG,0.660124016,5848138.304969,2026-05-01 04:29:16 UTC,1777609756,107,210,193,126,67,0.3471502590673575,56.25039923799999,24.26539365500001,31.98500558299998,79,19.327506503999995,10.11754538,9.209961123999996,1,0.315998068241808,-0.2886490593672548,0.7113509406327452,3,0.50947133,0.660124016,0.15065268600000004,0.29570395256588833,5848138.304969,0.0,1.0,True,0.50947133,0.660124016,0.15065268600000004,17,7,10,0.5882352941176471,8.838196057000001,4.069042495000001,4.769153562,-0.700111066999999,46,25,21,0.45652173913043476,17.882763378,10.843026677,7.039736701,3.8032899759999994
MiFAEqb5LU4gxsKUWMTmr7rAjoKw64Uk9raTw26pump,2026-05-01 04:32:44 UTC,1777609964,416803556,5C6j5q3UkR6RHFTJJAy3mSVLHuZAHVvTRZvggqvNBJvrMBAc9BgVonPxfWRoCVCSo6FnsC4MPwbYkgfQkTfbvAxY,0.452061793,3435395.165332,2026-05-01 04:32:03 UTC,1777609923,41,66,345,220,125,0.36231884057971014,163.83299402999984,120.51084103399995,43.322152995999886,134,28.479185582,28.677368693999995,-0.19818311199999528,0,-0.08766129573033965,-0.40553087162103685,0.5944691283789632,39,0.519020036,0.452061793,-0.06695824300000003,-0.12900897529127378,3435395.165332,0.0,1.0,True,0.519020036,0.452061793,-0.06695824300000003,91,54,37,0.4065934065934066,36.276408452,16.36978244,19.906626011999997,-3.536843571999995,301,188,113,0.3754152823920266,200.366574136,106.14353245400002,94.22304168199999,11.920490772000036
CBLpK9s2RzRdpD4M1xrsm8nWQQqCo59kDRVyFtQmpump,2026-05-01 04:34:03 UTC,1777610043,416803759,4pUm2Zwa7ft26Arr4XQ9k4vwPTWwwAa5eiYA8Ji3UH4mGxmARYt2kfNCqXiwdXiJv5JRj5eypjohLqkYDfJpE9kJ,0.424338347,2861976.345472,2026-05-01 04:32:23 UTC,1777609943,100,388,254,192,62,0.2440944881889764,112.39817904700003,21.676327438,90.72185160900003,38,7.312501132000001,6.7618005949999995,0.5507005370000018,4,-0.15189765861542426,-0.6064663712204965,0.39353362877950343,98,0.509594308,0.424338347,-0.08525596100000005,-0.16730163516661578,2861976.345472,0.0,1.0,True,0.509594308,0.424338347,-0.08525596100000005,6,1,5,0.8333333333333334,0.524606899,0.010236699,0.5143702,-0.504133501,22,10,12,0.5454545454545454,7.303631325,1.9880659499999997,5.315565375,-3.3274994250000005
7n3tKCurzjrQ9ica4G5Kf789KVymmH6bbHSKtNtWpump,2026-05-01 04:37:15 UTC,1777610235,416804237,4XiicyKPpiCS4586MacZZaqDmrbrDm15fWTt12cWj6V87jwCDESWG6otfWmtLSbJhDg3XiX6LeE1tkepDmj2hCzA,0.526441718,16195209.940067,2026-05-01 04:36:38 UTC,1777610198,37,54,32,22,10,0.3125,11.580340624,5.424900594,6.155440029999999,21,7.8363573429999995,2.34154232,5.494815022999999,0,-0.01721825176785874,-0.27217735466802384,0.7278226453319762,36,0.599726016,0.526441718,-0.07328429800000003,-0.12219629638344726,16195209.940067,0.0,1.0,True,0.599726016,0.526441718,-0.07328429800000003,5,3,2,0.4,2.228583287,1.314434643,0.9141486440000001,0.40028599899999995,32,22,10,0.3125,17.005241218000002,11.580340624,5.424900594,6.155440029999999
3NdbKUzQ9pZY3ubFHaiAsnokXWEfLy9cWX3Mi1uMpump,2026-05-01 04:51:00 UTC,1777611060,416806330,3UKcDRRP3ZxSMPAx6xb71n5f3uEfpsgrXzi7XNh4xDa3R4EwYgR7PgFjid2wA8ehpmV5ULYb3th2EE3AhZ7mEScK,0.527383525,7760871.620389,2026-05-01 04:50:45 UTC,1777611045,15,164,250,132,118,0.472,115.61191454399994,92.92156483400001,22.690349709999936,66,22.036676079000006,21.805303696000003,0.23137238300000362,1,0.01378089507571767,-0.2770541577596618,0.7229458422403382,10,0.580924956,0.527383525,-0.053541431000000084,-0.0921658304519458,7760871.620389,0.0,1.0,True,0.580924956,0.527383525,-0.053541431000000084,97,49,48,0.4948453608247423,75.608649139,39.827078932000006,35.781570206999994,4.045508725000012,102,52,50,0.49019607843137253,80.76780362100001,44.84715504600001,35.920648574999994,8.926506471000017
HkbjnerdHCjZjnuQwWtAGExYTcipM11Rj7uFyCHkpump,2026-05-01 05:13:43 UTC,1777612423,416809781,4ngRddvQB8dMEmHfRZSuQRDf1vYv7vjNQmxA6gcX5QcFci3GJ5A872FjXRi34U7fXHtXsiAG28X8cnMgzhmFhEK2,1.186089976,3057203.532322,2026-05-01 05:13:11 UTC,1777612391,32,46,545,337,208,0.381651376146789,170.28818253300008,90.442242917,79.84593961600008,367,92.550259511,55.49450921500001,37.055750295999985,0,1.4058975268483085,-0.27247713759254755,0.7275228624074525,3,0.511866732,1.186089976,0.6742232440000001,1.3171851223181275,3057203.532322,0.0,1.0,True,0.511866732,1.186089976,0.6742232440000001,349,196,153,0.4383954154727794,141.381454036,88.595785557,52.785668479000016,35.81011707799998,545,337,208,0.381651376146789,260.7304254500001,170.28818253300008,90.442242917,79.84593961600008
dGUZGWMbd597oAAo79Thj3BUvNZxJE66BTeRRD4pump,2026-05-01 05:16:54 UTC,1777612614,416810261,cpF4fwQXGbr8g75TvPFXYnoLZzxoaw1oQ9hCi6qNy5erCsNq6Fx19mmAuSk4rDaGSDZGNukKmU4NAU5zU2i4WPK,0.405794977,6891652.066856,2026-05-01 05:16:27 UTC,1777612587,27,55,180,109,71,0.39444444444444443,87.031463744,70.43386705500002,16.597596688999985,36,6.763673497,8.514988881,-1.7513153840000006,0,-0.147581905289908,-0.5023626500970907,0.4976373499029093,11,0.509071739,0.405794977,-0.10327676200000002,-0.20287270749476827,6891652.066856,0.0,1.0,True,0.509071739,0.405794977,-0.10327676200000002,44,20,24,0.5454545454545454,18.149912902,7.604029719000001,10.545883182999999,-2.9418534639999985,180,109,71,0.39444444444444443,157.46533079900001,87.031463744,70.43386705500002,16.597596688999985
75UyukCxDAnkhAUiDRpAo9euS4cdTq9CkpRzXqmQpump,2026-05-01 05:26:02 UTC,1777613162,416811650,5Y18mALT6CL9gfxR1rz9BodvGuajRrcdArNqAotArm5os167GakGqcqBYuEht19cF8KXp7brZNW88Jyixz8wz7bN,0.498357901,5642078.131433,2026-05-01 05:24:39 UTC,1777613079,83,106,354,208,146,0.4124293785310734,128.0892496030001,99.15869623100001,28.93055337200009,160,35.99918773400002,33.85166360600002,2.1475241280000006,0,0.02695550641384048,-0.41817399076275186,0.5818260092372481,41,0.509594308,0.498357901,-0.01123640700000006,-0.022049710570943147,5642078.131433,0.0,1.0,True,0.509594308,0.498357901,-0.01123640700000006,46,25,21,0.45652173913043476,17.599390827,6.234711298,11.364679529000002,-5.129968231000002,89,48,41,0.4606741573033708,36.863016370000004,18.260954353000002,18.602062017,-0.34110766399999903
DsBg2TJfULBHD7HF7JVYZmU42Bixo4o9qrakvp4jpump,2026-05-01 05:34:41 UTC,1777613681,416812962,5Go4hCzxeavyjx8wGK2hTuxLBK5Bs1pmnWa3673QVNA7SUfGkFPxQmJo7DNzRJic2Gz1EUtY7iMvtZqicWHNGZzs,0.278837592,8428905.804198,2026-05-01 05:34:34 UTC,1777613674,7,9,45,23,22,0.4888888888888889,17.11810917,14.263034318,2.8550748519999996,28,3.0158854999999996,12.747825465,-9.731939965,0,-0.39941307573963625,-0.39941307573963625,0.6005869242603638,7,0.482359319,0.278837592,-0.20352172699999999,-0.4219297087945345,8428905.804198,0.0,1.0,True,0.482359319,0.278837592,-0.20352172699999999,45,23,22,0.4888888888888889,31.381143488,17.11810917,14.263034318,2.8550748519999996,45,23,22,0.4888888888888889,31.381143488,17.11810917,14.263034318,2.8550748519999996
3NKmFHZZuPz7AfR98Q4VXLtXyM1sh1XLtjZwtnecpump,2026-05-01 05:54:24 UTC,1777614864,416815960,5MS1XZxExZj8wR2oXHUk4KuEsaEFVg2upG5U8hjTEXU1jSx3X7DF9JGPvQ68phoEPjkfED3E7kLoyWSRcYwDLAh4,0.54623465,7541370.041023,2026-05-01 05:53:52 UTC,1777614832,32,108,108,77,31,0.28703703703703703,34.349756639000006,14.390106717999997,19.959649921000008,24,7.475749758999999,2.9733598800000003,4.502389878999999,2,0.11536145561580824,-0.2113218254850242,0.7886781745149758,28,0.55381672,0.54623465,-0.007582069999999996,-0.013690576189176802,7541370.041023,0.0,1.0,True,0.55381672,0.54623465,-0.007582069999999996,19,9,10,0.5263157894736842,6.729501259000001,3.7561413790000007,2.9733598800000003,0.7827814990000004,38,23,15,0.39473684210526316,17.804363572,11.610694747,6.193668825,5.4170259220000005
